Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
0x1a2e8,50.3134%,28615,28976,57591,5498,23158,5457,23478
0x16368,86.5669%,27921,179932,207853,4961,21113,6808,174971
0x4c4c4,65.7905%,27723,53316,81039,46995,10234,17489,6321
0x1b4f4,63.6198%,27080,47356,74436,45041,4523,22557,2315
0x4ddac,74.5714%,26696,78288,104984,77423,3381,23315,865
0x18454,98.0006%,25548,1252207,1277755,1252104,7747,17801,103
0x4d0f4,51.4437%,25376,26885,52261,20798,1821,23555,6087
0x4a030,74.1842%,25348,72840,98188,68412,4056,21292,4428
0x4e380,64.2169%,24306,43620,67926,0,0,24306,43620
0x4c738,62.8437%,22390,37869,60259,19039,12043,10347,18830
0x4b938,68.6615%,21287,46639,67926,0,0,21287,46639
0x1b578,67.8492%,21234,44811,66045,37533,12000,9234,7278
0x4c720,75.6459%,20709,64324,85033,59031,4652,16057,5293
0x16328,72.1455%,20343,52690,73033,37051,4742,15601,15639
0x1cae4,99.4134%,20186,3421170,3441356,3421142,6919,13267,28
0x4cba8,78.6713%,17551,64737,82288,3062,6106,11445,61675
0x4b800,63.3273%,16008,27643,43651,9169,8742,7266,18474
0x1b33c,63.5091%,15748,27408,43156,19645,6589,9159,7763
0x1bf50,99.1261%,15586,1768007,1783593,1767970,4214,11372,37
0x16308,94.802%,15143,276182,291325,2395,12833,2310,273787
0x138cc,97.9486%,14829,708041,722870,0,0,14829,708041
0x1641c,50.8409%,14148,14632,28780,8888,5612,8536,5744
0x1b6d0,77.742%,13617,47561,61178,44224,5038,8579,3337
0x4a1c8,87.5245%,13609,95477,109086,78758,6902,6707,16719
0x1b624,66.7233%,13327,26722,40049,22855,4351,8976,3867
0x1b058,59.7059%,13125,19448,32573,8044,9131,3994,11404
0x1b088,61.6686%,12529,20157,32686,12803,5500,7029,7354
0x178d0,99.5643%,12193,2786541,2798734,93,7241,4952,2786448
0x1b164,65.7682%,11189,21497,32686,21165,551,10638,332
0x1b0b0,67.1297%,10744,21942,32686,979,8212,2532,20963
0x1b0c8,56.2418%,10281,13214,23495,590,8561,1720,12624
0x17008,93.9652%,10209,158959,169168,158755,1423,8786,204
0x1b77c,73.6341%,9386,26213,35599,24896,2296,7090,1317
0x13938,98.7092%,9331,713540,722871,713512,2173,7158,28
0x4c65c,84.4896%,8876,48350,57226,48345,8842,34,5
0x17c64,99.3751%,8754,1392160,1400914,10,2290,6464,1392150
0x1b508,65.1375%,8671,16201,24872,15441,1213,7458,760
0x17894,99.3978%,8437,1392478,1400915,0,0,8437,1392478
0x1b28c,79.0936%,8267,31276,39543,30663,1679,6588,613
0x4a29c,81.1242%,8224,35345,43569,6422,5163,3061,28923
0x4c6b4,90.1122%,8013,73026,81039,1127,6767,1246,71899
0x4a178,92.9441%,7697,101389,109086,29897,5745,1952,71492
0x4dc7c,92.7789%,7598,97621,105219,0,0,7598,97621
0x4a1b0,93.132%,7492,101594,109086,71165,1324,6168,30429
0x14740,84.9001%,7408,41652,49060,304,2558,4850,41348
0x1b458,71.5175%,6725,16886,23611,16193,1986,4739,693
0x1b350,60.643%,6660,10262,16922,4686,4017,2643,5576
0x18338,63.2999%,6595,11375,17970,1180,3326,3269,10195
0x17bd8,99.5452%,6371,1394543,1400914,1394537,4077,2294,6
0x139c4,97.4141%,6231,234726,240957,234686,2726,3505,40
0x18340,54.0553%,6186,7278,13464,1781,2847,3339,5497
0x4e374,90.896%,6184,61742,67926,0,0,6184,61742
0x145f8,98.2443%,6164,344918,351082,0,0,6164,344918
0x1635c,95.8012%,5923,135141,141064,706,3737,2186,134435
0x161a4,99.8568%,5863,4087598,4093461,4087597,5786,77,1
0x4cb68,89.7385%,5804,50757,56561,49968,3831,1973,789
0x14664,99.3752%,5694,905599,911293,905599,5694,0,0
0x1cad8,99.8348%,5685,3435671,3441356,3435671,5685,0,0
0x179a4,99.6187%,5544,1448328,1453872,0,0,5544,1448328
0x1bed0,99.6968%,5407,1778182,1783589,0,0,5407,1778182
0x163d8,82.3315%,5085,23695,28780,9,82,5003,23686
0x182c0,84.1122%,5062,26799,31861,13035,4935,127,13764
0x1b828,72.5455%,5025,13278,18303,12560,928,4097,718
0x1beec,99.9344%,4796,7303287,7308083,0,0,4796,7303287
0x4b974,93.2656%,4557,63111,67668,19756,4422,135,43355
0x18348,49.7963%,4436,4400,8836,851,3556,880,3549
0x1b5ac,73.2134%,4423,12089,16512,2402,1954,2469,9687
0x13950,39.6326%,4338,2848,7186,2722,4281,57,126
0x1cbbc,35.8978%,4266,2389,6655,3,3,4263,2386
0x178bc,99.8994%,4226,4195422,4199648,0,0,4226,4195422
0x4cb60,92.2421%,4064,48321,52385,88,3630,434,48233
0x1cbe4,39.4673%,4023,2623,6646,6,3,4020,2617
0x17ac4,99.7155%,3986,1396927,1400913,0,10,3976,1396927
0x4b950,94.2231%,3924,64002,67926,86,172,3752,63916
0x17a5c,99.8327%,3923,2341367,2345290,2341367,3923,0,0
0x1c228,58.601%,3906,5529,9435,1019,1913,1993,4510
0x4ccdc,77.4622%,3833,13174,17007,13072,228,3605,102
0x1b85c,21.3084%,3789,1026,4815,0,0,3789,1026
0x17b44,99.7298%,3785,1397130,1400915,3,3670,115,1397127
0x188f4,62.6875%,3782,6354,10136,4670,929,2853,1684
0x1874c,65.8411%,3724,7178,10902,7137,131,3593,41
0x17cf0,99.7474%,3539,1397374,1400913,0,0,3539,1397374
0x4d0e8,93.3143%,3494,48767,52261,48683,2985,509,84
0x15b6c,89.0298%,3365,27309,30674,58,3003,362,27251
0x1ba20,81.3683%,3200,13975,17175,12969,1007,2193,1006
0x1795c,99.8868%,3159,2788240,2791399,2788240,3159,0,0
0x4c744,89.2073%,3149,26028,29177,25143,1567,1582,885
0x1b198,81.8343%,3074,13848,16922,0,0,3074,13848
0x14ce8,92.8696%,3073,40024,43097,0,0,3073,40024
0x1c230,53.0986%,3050,3453,6503,1375,1517,1533,2078
0x1b514,63.9693%,2961,5257,8218,4929,1023,1938,328
0x1b704,75.5874%,2909,9007,11916,2326,1718,1191,6681
0x16fa0,95.6275%,2786,60931,63717,23,1957,829,60908
0x4c730,95.6505%,2770,60916,63686,3159,268,2502,57757
0x1c2e8,64.6532%,2762,5052,7814,4379,1569,1193,673
0x14614,99.7395%,2740,1048984,1051724,115,2191,549,1048869
0x1c958,99.4852%,2730,527548,530278,0,3,2727,527548
0x4cf64,51.4342%,2726,2887,5613,2408,1111,1615,479
0x15dc0,93.9788%,2719,42438,45157,42437,2705,14,1
0x4ccf8,26.8141%,2713,994,3707,0,0,2713,994
0x11f50,54.6671%,2710,3268,5978,958,1339,1371,2310
0x17b08,99.8073%,2700,1398203,1400903,1,2100,600,1398202
0x4d250,87.4289%,2609,18145,20754,8979,1399,1210,9166
0x17c90,99.6111%,2581,661056,663637,0,0,2581,661056
0x4ca50,31.2836%,2559,1165,3724,4,2,2557,1161
0x18898,75.7347%,2510,7834,10344,6311,909,1601,1523
0x16330,91.9686%,2509,28731,31240,27621,1425,1084,1110
0x11cc0,54.5048%,2444,2928,5372,1357,1445,999,1571
0x1b658,81.8656%,2329,10514,12843,354,2066,263,10160
0x1b2c0,68.0739%,2299,4902,7201,751,1605,694,4151
0x14bbc,94.6427%,2271,40120,42391,40120,2271,0,0
0x13efc,32.7859%,2210,1078,3288,66,2126,84,1012
0x13a80,98.8395%,2205,187804,190009,2,157,2048,187802
0x13918,99.7067%,2120,720751,722871,0,0,2120,720751
0x1b7b0,75.2706%,2079,6328,8407,728,1313,766,5600
0x1c380,73.4033%,2078,5735,7813,5506,407,1671,229
0x1c294,73.7132%,2053,5757,7810,495,1316,737,5262
0x1c26c,68.6145%,2041,4462,6503,3830,1055,986,632
0x11cf0,51.7365%,2015,2160,4175,1246,1304,711,914
0x1c45c,70.2899%,1927,4559,6486,4208,426,1501,351
0x17b48,99.8635%,1907,1395336,1397243,0,0,1907,1395336
0x19858,99.173%,1906,228578,230484,1039,223,1683,227539
0x18880,81.5466%,1859,8215,10074,7997,258,1601,218
0x14b60,97.8266%,1858,83630,85488,0,0,1858,83630
0x15b70,93.4777%,1801,25812,27613,0,11,1790,25812
0x13998,99.0782%,1762,189379,191141,189363,646,1116,16
0x4c67c,96.9472%,1747,55479,57226,0,0,1747,55479
0x14bd8,97.9646%,1740,83748,85488,1,20,1720,83747
0x1c334,77.8616%,1731,6088,7819,4809,659,1072,1279
0x1b170,84.485%,1702,9268,10970,0,0,1702,9268
0x1b48c,68.8328%,1693,3739,5432,459,963,730,3280
0x164ac,99.6883%,1664,532256,533920,532254,1405,259,2
0x1c9a4,99.3806%,1628,261202,262830,0,1,1627,261202
0x16f60,99.7211%,1595,570275,571870,0,176,1419,570275
0x11ca4,58.1019%,1554,2155,3709,1513,806,748,642
0x4cd6c,97.1412%,1538,52261,53799,505,1441,97,51756
0x4c6f0,98.2136%,1519,83514,85033,0,0,1519,83514
0x17ab8,99.6756%,1471,451972,453443,0,0,1471,451972
0x1c238,59.4295%,1465,2146,3611,1311,690,775,835
0x17974,99.8998%,1457,1452415,1453872,0,0,1457,1452415
0x14578,98.3321%,1430,84309,85739,0,0,1430,84309
0x17b74,99.8281%,1353,785635,786988,0,0,1353,785635
0x1489c,98.5625%,1340,91876,93216,0,0,1340,91876
0x4cbc0,99.7048%,1295,437396,438691,0,0,1295,437396
0x17cf8,99.9081%,1288,1399626,1400914,1399626,169,1119,0
0x13d0c,61.8309%,1255,2033,3288,884,1073,182,1149
0x17cc0,99.8119%,1248,662389,663637,0,0,1248,662389
0x17e4c,99.4193%,1173,200821,201994,200821,1173,0,0
0x4b968,98.3212%,1136,66532,67668,0,0,1136,66532
0x179fc,99.9237%,1126,1474712,1475838,0,0,1126,1474712
0x4de18,98.6365%,1105,79934,81039,0,0,1105,79934
0x13d9c,67.0012%,1085,2203,3288,1453,460,625,750
0x188ac,87.0139%,1072,7183,8255,4690,274,798,2493
0x1c410,70.9767%,1046,2558,3604,2185,459,587,373
0x14638,99.905%,997,1048421,1049418,1048421,997,0,0
0x4ce54,95.3443%,994,20356,21350,0,3,991,20356
0x1479c,99.3214%,953,139478,140431,0,0,953,139478
0x16350,98.7085%,943,72075,73018,22,193,750,72053
0x11f58,84.5167%,929,5071,6000,971,714,215,4100
0x147e8,99.3463%,918,139513,140431,0,0,918,139513
0x11d0c,71.4831%,896,2246,3142,1892,561,335,354
0x17bf0,61.3913%,888,1412,2300,1214,297,591,198
0x1862c,91.9648%,876,10026,10902,9964,380,496,62
0x4c4b0,98.9388%,860,80179,81039,0,0,860,80179
0x4c63c,98.5008%,858,56371,57229,0,3,855,56371
0x13d3c,74.0572%,853,2435,3288,35,582,271,2400
0x4caf4,98.6079%,843,59712,60555,59712,843,0,0
0x16fd4,99.7389%,839,320436,321275,0,155,684,320436
0x4dc4c,99.2064%,835,104384,105219,0,0,835,104384
0x1c3c8,53.9481%,834,977,1811,878,695,139,99
0x1b420,98.893%,824,73612,74436,73612,824,0,0
0x1ba54,74.3045%,822,2377,3199,0,0,822,2377
0x4dc90,98.9992%,811,80228,81039,80228,811,0,0
0x1b3b4,96.7515%,808,24065,24873,0,0,808,24065
0x18908,88.8504%,805,6415,7220,5288,299,506,1127
0x1c8c8,99.6658%,803,239441,240244,0,0,803,239441
0x1c338,65.8869%,802,1549,2351,1364,328,474,185
0x1861c,92.6527%,801,10101,10902,9997,139,662,104
0x4cbac,98.9196%,790,72330,73120,0,0,790,72330
0x4ce5c,96.3133%,787,20560,21347,20556,198,589,4
0x17c34,0.253485%,787,2,789,0,0,787,2
0x13d54,71.4339%,763,1908,2671,806,459,304,1102
0x4d0c0,98.5777%,749,51913,52662,21,380,369,51892
0x162dc,99.7441%,747,291210,291957,3,494,253,291207
0x4de20,99.0795%,746,80293,81039,80293,746,0,0
0x4dc50,99.3243%,711,104508,105219,0,0,711,104508
0x1c4b0,56.0125%,706,899,1605,461,624,82,438
0x4a150,99.3565%,702,108384,109086,0,0,702,108384
0x16fac,98.903%,699,63018,63717,63017,565,134,1
0x4dc88,99.3442%,690,104529,105219,104529,455,235,0
0x1863c,93.7167%,685,10217,10902,9872,202,483,345
0x1ca40,99.8917%,682,629323,630005,0,3,679,629323
0x178fc,99.953%,679,1444010,1444689,0,0,679,1444010
0x1c9f0,99.7862%,676,315479,316155,0,2,674,315479
0x1bf18,99.9629%,667,1798395,1799062,0,0,667,1798395
0x1b254,99.483%,667,128336,129003,128336,667,0,0
0x139ac,99.9081%,664,722207,722871,0,0,664,722207
0x18be4,88.1765%,662,4937,5599,4241,239,423,696
0x4ccd0,95.0301%,661,12639,13300,4846,615,46,7793
0x1b1f0,99.4907%,657,128346,129003,0,0,657,128346
0x17d04,57.7763%,638,873,1511,592,281,357,281
0x138b4,99.7394%,628,240329,240957,0,0,628,240329
0x4c6e4,99.2638%,626,84407,85033,0,0,626,84407
0x4c808,97.3796%,624,23189,23813,23189,624,0,0
0x18474,96.5275%,624,17346,17970,17346,614,10,0
0xffffffe0003a4b64,37.2984%,622,370,992,160,336,286,210
0x1cad0,99.9341%,619,939036,939655,0,5,614,939036
0x1b1fc,99.5411%,592,128411,129003,14,579,13,128397
0x1b090,98.1949%,590,32096,32686,32096,590,0,0
0x4b8ac,98.6484%,590,43062,43652,43062,590,0,0
0x1c384,69.1579%,586,1314,1900,1148,385,201,166
0x11df4,79.2648%,581,2221,2802,1271,334,247,950
0x13904,99.1814%,580,70277,70857,70251,273,307,26
0x1a330,99.0026%,575,57074,57649,0,112,463,57074
0x51140,99.0471%,573,59559,60132,65,202,371,59494
0xffffffe0003c3090,72.7273%,552,1472,2024,1449,31,521,23
0x4c6ec,99.3532%,550,84483,85033,0,0,550,84483
0x1b1e8,98.7395%,544,42612,43156,0,0,544,42612
0x1c09c,90.532%,541,5173,5714,1,26,515,5172
0xffffffe000771224,93.2903%,540,7508,8048,7507,38,502,1
0x14b90,99.3683%,540,84948,85488,84948,540,0,0
0x1b3f0,99.3016%,518,73651,74169,73651,518,0,0
0x14b3c,98.207%,511,27988,28499,0,0,511,27988
0x14790,99.6368%,510,139921,140431,0,0,510,139921
0x138b0,99.7904%,505,240452,240957,0,0,505,240452
0x1792c,99.9651%,504,1444185,1444689,0,0,504,1444185
0xffffffe0003d4934,1.19522%,496,6,502,0,0,496,6
0xffffffe0003ac110,0%,495,0,495,0,495,0,0
0xffffffe0002f31c0,4.65116%,492,24,516,24,492,0,0
0xffffffe0003c3088,76.1364%,483,1541,2024,0,0,483,1541
0x1ca84,99.8324%,480,285946,286426,0,0,480,285946
0x17a2c,99.9675%,479,1475359,1475838,0,0,479,1475359
0x4a1ec,99.5636%,476,108610,109086,0,4,472,108610
0xffffffe0003d4a0c,5.37849%,475,27,502,27,475,0,0
0x1a3ec,99.1829%,472,57293,57765,57291,360,112,2
0x4e390,99.3066%,471,67455,67926,67455,471,0,0
0x4a018,99.8018%,468,235644,236112,0,0,468,235644
0x4b7a4,98.9416%,462,43190,43652,0,0,462,43190
0x4cb54,99.2453%,457,60098,60555,0,1,456,60098
0x4cd00,87.9957%,445,3262,3707,3258,435,10,4
0x14270,59.854%,440,656,1096,459,158,282,197
0x4dc64,99.5837%,438,104781,105219,0,0,438,104781
0x1b224,99.6612%,435,127975,128410,127975,435,0,0
0xffffffe0002f3274,16.0853%,433,83,516,0,0,433,83
0x13f20,76.7704%,433,1431,1864,24,160,273,1407
0x4cb5c,99.3512%,417,63855,64272,11836,52,365,52019
0x4c4dc,98.278%,410,23400,23810,23400,410,0,0
0x4a2cc,99.0658%,407,43162,43569,0,3,404,43162
0xffffffe0003a4920,20.4771%,400,103,503,102,400,0,1
0x4a010,99.8306%,400,235712,236112,0,0,400,235712
0x13c20,64.8723%,385,711,1096,0,0,385,711
0x1c270,95.983%,379,9056,9435,0,0,379,9056
0x4d1e0,5.98504%,377,24,401,24,377,0,0
0x139a0,67.0495%,373,759,1132,78,101,272,681
0xffffffe0003ca3a8,26.2948%,370,132,502,0,0,370,132
0x11f64,85.9216%,359,2191,2550,1272,245,114,919
0x11e1c,85.4464%,357,2096,2453,1499,84,273,597
0x14c30,99.3797%,354,56716,57070,0,0,354,56716
0x1c414,63.2292%,353,607,960,595,313,40,12
0x49998,98.5844%,349,24304,24653,0,0,349,24304
0x13f14,67.688%,348,729,1077,224,124,224,505
0x18294,98.0801%,345,17625,17970,0,0,345,17625
0x14d40,99.2018%,344,42753,43097,0,0,344,42753
0x1b038,98.9506%,343,32343,32686,44,69,274,32299
0x1c2ec,81.672%,342,1524,1866,1487,62,280,37
0x4b91c,99.5024%,338,67588,67926,0,0,338,67588
0x4b7bc,99.228%,337,43315,43652,43315,337,0,0
0x4cd74,99.3559%,334,51519,51853,122,70,264,51397
0xffffffe0003a5ba8,34.1948%,331,172,503,0,0,331,172
0x1b3c8,99.5607%,327,74109,74436,34,233,94,74075
0x4ce68,45.1939%,325,268,593,245,52,273,23
0xffffffe0003a4c4c,35.8871%,318,178,496,116,132,186,62
0x4c718,99.6272%,317,84716,85033,0,0,317,84716
0x14c28,99.4673%,304,56766,57070,0,0,304,56766
0x1c0ec,94.8077%,297,5423,5720,5423,291,6,0
0x1bf0c,99.9836%,295,1798838,1799133,0,72,223,1798838
0x4b7cc,99.3265%,294,43357,43651,0,0,294,43357
0x14c98,99.4919%,290,56780,57070,2,17,273,56778
0xffffffe0003a4cb8,42.7419%,284,212,496,212,284,0,0
0x4b900,99.5878%,280,67646,67926,0,0,280,67646
0x1c288,97.0323%,280,9155,9435,0,72,208,9155
0x1c460,85.2592%,273,1579,1852,1558,102,171,21
0xffffffe0003ad3bc,42.0043%,272,197,469,197,272,0,0
0x4ca6c,92.6842%,272,3446,3718,3446,272,0,0
0xffffffe0003a4bc8,46.1694%,267,229,496,98,150,117,131
0xffffffe0002f6ae4,48.4064%,259,243,502,0,0,259,243
0x501c0,2.99625%,259,8,267,8,259,0,0
0x1b714,96.7099%,259,7613,7872,0,0,259,7613
0x14ddc,99.4065%,258,43213,43471,0,0,258,43213
0xffffffe0003ad9cc,49.2032%,255,247,502,0,0,255,247
0x11d3c,83.6434%,255,1304,1559,1275,57,198,29
0x4c48c,99.6878%,253,80786,81039,0,0,253,80786
0x1c36c,62.2155%,249,410,659,240,132,117,170
0xffffffe0003a4894,51.0934%,246,257,503,12,4,242,245
0xffffffe00077122c,51.2922%,245,258,503,258,245,0,0
0x11d58,62.4037%,244,405,649,359,69,175,46
0x1d700,97.9506%,243,11614,11857,0,0,243,11614
0x13d14,81.9684%,240,1091,1331,8,161,79,1083
0x4c770,99.1809%,239,28938,29177,25507,116,123,3431
0x4a000,99.8996%,237,235875,236112,0,0,237,235875
0x4e344,99.6629%,229,67697,67926,0,0,229,67697
0x4c724,98.9461%,225,21125,21350,21125,225,0,0
0x4a044,99.1291%,224,25496,25720,0,0,224,25496
0x1b060,99.3154%,223,32350,32573,32350,223,0,0
0x4b840,99.4914%,222,43429,43651,2,54,168,43427
0x1c244,86.5217%,217,1393,1610,1392,213,4,1
0x14ab4,99.2421%,216,28283,28499,28283,216,0,0
0x14074,88.7088%,216,1697,1913,0,0,216,1697
0x11d8c,55.1579%,213,262,475,193,140,73,69
0x17bd4,99.9822%,213,1195034,1195247,0,0,213,1195034
0x16fb8,31.5113%,213,98,311,97,213,0,1
0x4cd94,46.0759%,213,182,395,69,134,79,113
0x4b924,99.6879%,212,67714,67926,0,0,212,67714
0xffffffe0003ca358,57.7689%,212,290,502,290,212,0,0
0x146d0,99.5699%,211,48849,49060,0,0,211,48849
0x17ba4,99.9734%,209,786779,786988,0,0,209,786779
0x16344,99.3534%,202,31038,31240,1,14,188,31037
0x15bb0,99.2757%,200,27412,27612,27412,200,0,0
0x1c2bc,97.4971%,196,7635,7831,7628,191,5,7
0xffffffe0003c3098,63.9706%,196,348,544,326,166,30,22
0x4d13c,99.6278%,196,52466,52662,0,0,196,52466
0x4b7f4,99.5601%,192,43459,43651,0,0,192,43459
0x1c2b0,97.5737%,190,7641,7831,7637,176,14,4
0x11e80,98.0902%,185,9502,9687,9501,171,14,1
0x4c694,99.7754%,182,80857,81039,0,0,182,80857
0x14bb4,99.3807%,176,28242,28418,28241,163,13,1
0x13f4c,89.5895%,175,1506,1681,4,160,15,1502
0x149c4,99.7982%,173,85566,85739,0,0,173,85566
0x4c4b8,99.7878%,172,80867,81039,0,0,172,80867
0x4a28c,99.6128%,169,43482,43651,15,67,102,43467
0x14890,99.8187%,169,93047,93216,0,0,169,93047
0x4b7e8,99.6197%,166,43485,43651,0,0,166,43485
0x4a1f8,99.8515%,162,108921,109083,108921,162,0,0
0x16338,92.6618%,161,2033,2194,0,0,161,2033
0x1c0bc,97.168%,161,5524,5685,2,43,118,5522
0x1893c,90.3858%,157,1476,1633,886,71,86,590
0x16300,99.9461%,157,291303,291460,20,116,41,291283
0xffffffe0002f6bc8,69.5219%,153,349,502,349,153,0,0
0x1c3b8,59.4005%,149,218,367,90,100,49,128
0x18770,96.0374%,144,3490,3634,56,26,118,3434
0x11c5c,98.5135%,144,9543,9687,6923,27,117,2620
0x17c04,81.749%,144,645,789,0,0,144,645
0x4cda8,20.9945%,143,38,181,14,2,141,24
0x4de0c,99.8235%,143,80896,81039,0,0,143,80896
0x168c8,72.2868%,143,373,516,333,90,53,40
0x4b7d8,99.677%,141,43510,43651,0,0,141,43510
0x13a3c,98.0009%,140,6863,7003,0,0,140,6863
0x1390c,58.8589%,137,196,333,0,137,0,196
0x4a1a0,99.8753%,136,108950,109086,0,0,136,108950
0x4b980,99.696%,133,43615,43748,43614,38,95,1
0x4d0ac,99.7626%,125,52537,52662,0,0,125,52537
0xffffffe0003ad370,75.0996%,125,377,502,0,0,125,377
0x4a038,99.5529%,115,25605,25720,0,0,115,25605
0x11f08,98.3597%,114,6836,6950,72,52,62,6764
0x4a2bc,99.7383%,114,43455,43569,0,0,114,43455
0x188e0,96.536%,114,3177,3291,2826,57,57,351
0x1b02c,99.6573%,112,32574,32686,0,0,112,32574
0x14b6c,99.8748%,107,85381,85488,0,0,107,85381
0x4c750,95.6627%,107,2360,2467,16,11,96,2344
