Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
0x4c63c,50%,3,3,6,1,1,2,2
0x1c2bc,99.8067%,3,1549,1552,1549,2,1,0
0x1c414,97.4138%,3,113,116,112,1,2,1
0x4cf64,62.5%,3,5,8,2,2,1,3
0x1c254,99.4983%,3,595,598,595,3,0,0
0x4a028,50%,3,3,6,1,1,2,2
0x4c808,0%,2,0,2,0,2,0,0
0x4b980,66.6667%,2,4,6,4,2,0,0
0x1c1fc,99.8909%,2,1831,1833,0,0,2,1831
0x1c0b4,99.7701%,2,868,870,0,0,2,868
0x1c448,33.3333%,2,1,3,0,1,1,1
0x4ba34,83.3333%,1,5,6,5,1,0,0
0x16170,95.2381%,1,20,21,20,1,0,0
0x4e390,95.2381%,1,20,21,20,1,0,0
0x4caf4,83.3333%,1,5,6,5,1,0,0
0x800003c8,0%,1,0,1,0,1,0,0
0x4de20,83.3333%,1,5,6,5,1,0,0
0x4cdc0,75%,1,3,4,3,1,0,0
0x1c0ec,99.8862%,1,878,879,878,1,0,0
0x4b7bc,83.3333%,1,5,6,5,1,0,0
0x4c724,50%,1,1,2,1,1,0,0
0x1bfc8,95.2381%,1,20,21,20,1,0,0
0x1c670,95.2381%,1,20,21,20,1,0,0
0x4cd74,75%,1,3,4,3,1,0,0
0x4c770,75%,1,3,4,0,0,1,3
0x1c1ac,95.2381%,1,20,21,20,1,0,0
0x11110,97.0588%,1,33,34,33,1,0,0
0x4c4c4,83.3333%,1,5,6,5,1,0,0
0x4b800,83.3333%,1,5,6,5,1,0,0
0x4cfa0,75%,1,3,4,3,1,0,0
0x4dc90,83.3333%,1,5,6,5,1,0,0
0x80000054,0%,1,0,1,0,1,0,0
0x4c65c,75%,1,3,4,3,1,0,0
0x4c744,75%,1,3,4,3,1,0,0
0x4cbd4,50%,1,1,2,1,1,0,0
0x4b8ac,83.3333%,1,5,6,5,1,0,0
0x1c090,95%,1,19,20,19,1,0,0
0x4a030,75%,1,3,4,3,1,0,0
0x4cfd0,75%,1,3,4,3,1,0,0
0x4cf74,75%,1,3,4,3,1,0,0
0x4d3d4,75%,1,3,4,3,1,0,0
0x4c788,75%,1,3,4,3,1,0,0
0x4d0c0,100%,0,2,2,2,0,0,0
0x4cbcc,100%,0,2,2,0,0,0,2
0x4b938,100%,0,21,21,0,0,0,21
0x4b968,100%,0,17,17,0,0,0,17
0x4cd9c,100%,0,4,4,0,0,0,4
0x4dc4c,100%,0,21,21,0,0,0,21
0x4c730,100%,0,6,6,0,0,0,6
0x4a010,100%,0,6,6,0,0,0,6
0x80000034,100%,0,1,1,0,0,0,1
0x4c48c,100%,0,6,6,0,0,0,6
0x4c4b0,100%,0,6,6,0,0,0,6
0x1be68,100%,0,1748,1748,0,0,0,1748
0x4cd6c,100%,0,4,4,0,0,0,4
0x4c694,100%,0,6,6,0,0,0,6
0x4c6ec,100%,0,6,6,0,0,0,6
0x4cb60,100%,0,6,6,0,0,0,6
0x4c710,100%,0,6,6,0,0,0,6
0x4c718,100%,0,6,6,0,0,0,6
0x4c784,100%,0,4,4,0,0,0,4
0x4cb54,100%,0,6,6,0,0,0,6
0x1c068,100%,0,20,20,0,0,0,20
0x800003e8,100%,0,1,1,0,0,0,1
0x4a000,100%,0,6,6,0,0,0,6
0x4b7a4,100%,0,6,6,0,0,0,6
0x4b90c,100%,0,21,21,0,0,0,21
0x16180,100%,0,21,21,0,0,0,21
0x4dc7c,100%,0,21,21,0,0,0,21
0x1c6b4,100%,0,21,21,0,0,0,21
0x4cda8,100%,0,4,4,0,0,0,4
0x4dc64,100%,0,21,21,0,0,0,21
0x4b840,100%,0,6,6,0,0,0,6
0x1c658,100%,0,21,21,0,0,0,21
0x4ba2c,100%,0,6,6,0,0,0,6
0x4de0c,100%,0,6,6,0,0,0,6
0x4de18,100%,0,6,6,0,0,0,6
0x80000578,100%,0,1,1,0,0,0,1
0x4b7cc,100%,0,6,6,0,0,0,6
0x4b7d8,100%,0,6,6,0,0,0,6
0x4b7e8,100%,0,6,6,0,0,0,6
0x4b7f4,100%,0,6,6,0,0,0,6
0x4a28c,100%,0,6,6,0,0,0,6
0x4a29c,100%,0,6,6,0,0,0,6
0x4a2bc,100%,0,6,6,0,0,0,6
0x4ce54,100%,0,2,2,2,0,0,0
0x4cba8,100%,0,2,2,0,0,0,2
0x4cbac,100%,0,2,2,0,0,0,2
0x4d0ac,100%,0,2,2,0,0,0,2
0x110e0,100%,0,21,21,0,0,0,21
0x4b924,100%,0,21,21,0,0,0,21
0x4d13c,100%,0,2,2,0,0,0,2
0x4b91c,100%,0,21,21,0,0,0,21
0x4c6e4,100%,0,6,6,0,0,0,6
0x4b900,100%,0,21,21,0,0,0,21
0x4a018,100%,0,6,6,0,0,0,6
0x4e380,100%,0,21,21,0,0,0,21
0x4e344,100%,0,21,21,0,0,0,21
0x4cb5c,100%,0,6,6,0,0,0,6
0x4cf60,100%,0,4,4,0,0,0,4
0x4e374,100%,0,21,21,0,0,0,21
0x4c708,100%,0,6,6,0,0,0,6
0x4c6dc,100%,0,6,6,0,0,0,6
0x49998,100%,0,4,4,0,0,0,4
0x4c6f0,100%,0,6,6,0,0,0,6
0x4c6fc,100%,0,6,6,0,0,0,6
0x4c67c,100%,0,4,4,0,0,0,4
0x4dc50,100%,0,21,21,0,0,0,21
0x110e8,100%,0,21,21,0,0,0,21
0x4c6b4,100%,0,6,6,0,0,0,6
0x4c4b8,100%,0,6,6,0,0,0,6
0x4d1e0,100%,0,2,2,2,0,0,0
0x4ddbc,100%,0,15,15,0,0,0,15
