Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
0xffffffe0003d0784,92.8571%,1,13,14,13,1,0,0
0xffffffe0003c3088,99.9506%,1,2023,2024,0,0,1,2023
0xffffffe0002f6bc8,99.8008%,1,501,502,501,1,0,0
0x5319c,92.8571%,1,13,14,0,0,1,13
0xffffffe0003cfe48,92.8571%,1,13,14,13,1,0,0
0x14dd4,99.9284%,1,1395,1396,0,0,1,1395
0xffffffe0003ac110,99.798%,1,494,495,494,1,0,0
0xffffffe0003c3078,99.8062%,1,515,516,0,0,1,515
0x4cd10,92.8571%,1,13,14,13,1,0,0
0xffffffe0003ac100,100%,0,495,495,0,0,0,495
0x4a018,100%,0,77,77,0,0,0,77
0x16a08,100%,0,887,887,0,0,0,887
0xffffffe0003a47cc,100%,0,503,503,0,0,0,503
0xffffffe0002f3268,100%,0,516,516,0,0,0,516
0x4b7f4,100%,0,159,159,0,0,0,159
0xffffffe00032d224,100%,0,502,502,0,0,0,502
0xffffffe0003d0780,100%,0,14,14,0,0,0,14
0xffffffe0003abff0,100%,0,495,495,0,0,0,495
0x13838,100%,0,3545,3545,0,0,0,3545
0xffffffe0003ac0dc,100%,0,495,495,0,0,0,495
0xffffffe0003ad43c,100%,0,33,33,0,0,0,33
0xffffffe0003d0820,100%,0,14,14,0,0,0,14
0x4bd70,100%,0,14,14,0,0,0,14
0xffffffe0003ac03c,100%,0,495,495,0,0,0,495
0xffffffe0003cd7e0,100%,0,14,14,0,0,0,14
0xffffffe0003ac038,100%,0,495,495,0,0,0,495
0x14b60,100%,0,2661,2661,0,0,0,2661
0x4b7a4,100%,0,159,159,0,0,0,159
0x531a0,100%,0,14,14,0,0,0,14
0xffffffe0003ac018,100%,0,495,495,0,0,0,495
0x14c28,100%,0,1872,1872,0,0,0,1872
0x14c30,100%,0,1872,1872,0,0,0,1872
0x4a2cc,100%,0,77,77,0,0,0,77
0x13c20,100%,0,1096,1096,0,0,0,1096
0x4c694,100%,0,3707,3707,0,0,0,3707
0x13cf4,100%,0,3288,3288,0,0,0,3288
0x14ddc,100%,0,1396,1396,0,0,0,1396
0xffffffe0003cd508,100%,0,24,24,0,0,0,24
0xffffffe0003ac07c,100%,0,495,495,0,0,0,495
0xffffffe0003cd7d4,100%,0,14,14,0,0,0,14
0x50190,100%,0,159,159,0,0,0,159
0x4b7d8,100%,0,159,159,0,0,0,159
0xffffffe0003ac048,100%,0,495,495,0,0,0,495
0x13c6c,100%,0,1096,1096,0,0,0,1096
0x4b7e8,100%,0,159,159,0,0,0,159
0x14238,100%,0,1096,1096,0,0,0,1096
0x14258,100%,0,1096,1096,0,0,0,1096
0xffffffe0003ac0bc,100%,0,495,495,0,0,0,495
0xffffffe0003d072c,100%,0,14,14,0,0,0,14
0xffffffe0003cdfb0,100%,0,14,14,0,0,0,14
0x13cc4,100%,0,3288,3288,0,0,0,3288
0xffffffe0003a4c68,100%,0,496,496,0,0,0,496
0x14094,100%,0,1265,1265,0,0,0,1265
0xffffffe0002f6b9c,100%,0,502,502,0,0,0,502
0xffffffe0003c3080,100%,0,2024,2024,0,0,0,2024
0xffffffe000771130,100%,0,503,503,0,0,0,503
0x4ba2c,100%,0,159,159,0,0,0,159
0xffffffe0003cdf28,100%,0,14,14,0,0,0,14
0xffffffe0003a4b68,100%,0,496,496,0,0,0,496
0x4bd2c,100%,0,14,14,0,0,0,14
0xffffffe0003cd79c,100%,0,14,14,0,0,0,14
0xffffffe0003ad48c,100%,0,469,469,0,0,0,469
0x13c98,100%,0,479,479,0,0,0,479
0x4dc4c,100%,0,5899,5899,0,0,0,5899
0xffffffe0003ad9bc,100%,0,502,502,0,0,0,502
0xffffffe0003ce468,100%,0,14,14,0,0,0,14
0x13ef4,100%,0,34,34,0,0,0,34
0xffffffe0003ba4ec,100%,0,495,495,0,0,0,495
0xffffffe0003ca6bc,100%,0,502,502,0,0,0,502
0xffffffe0002f6ba4,100%,0,502,502,0,0,0,502
0xffffffe0002f3274,100%,0,516,516,0,0,0,516
0x1d700,100%,0,887,887,0,0,0,887
0xffffffe0003bb070,100%,0,14,14,0,0,0,14
0xffffffe0003caa6c,100%,0,502,502,0,0,0,502
0xffffffe0003ce0c0,100%,0,14,14,0,0,0,14
0xffffffe0003cded0,100%,0,14,14,0,0,0,14
0x4ddbc,100%,0,2192,2192,0,0,0,2192
0x4bd68,100%,0,14,14,0,0,0,14
0x4b7cc,100%,0,159,159,0,0,0,159
0x511f0,100%,0,159,159,0,0,0,159
0xffffffe0003cd7f4,100%,0,14,14,0,0,0,14
0xffffffe0003d0384,100%,0,14,14,0,0,0,14
0xffffffe0003cd4e8,100%,0,24,24,0,0,0,24
0xffffffe0002f3230,100%,0,14,14,0,0,0,14
0xffffffe0003a4b28,100%,0,16,16,0,0,0,16
0xffffffe0003cdebc,100%,0,14,14,0,0,0,14
0xffffffe0003a4c78,100%,0,496,496,0,0,0,496
0x4bd24,100%,0,14,14,0,0,0,14
0x4bd60,100%,0,14,14,0,0,0,14
0x4bd7c,100%,0,14,14,0,0,0,14
0x4bd84,100%,0,14,14,0,0,0,14
0x4c738,100%,0,3,3,0,0,0,3
0xffffffe0003bb024,100%,0,14,14,0,0,0,14
0x4bfd8,100%,0,14,14,0,0,0,14
0xffffffe0003cd374,100%,0,14,14,0,0,0,14
0xffffffe000773cf4,100%,0,14,14,0,0,0,14
0xffffffe0003d0718,100%,0,14,14,0,0,0,14
0xffffffe0003d0750,100%,0,14,14,0,0,0,14
0xffffffe0003c3010,100%,0,24,24,0,0,0,24
0xffffffe0003ce194,100%,0,14,14,0,0,0,14
0xffffffe0003d07f0,100%,0,14,14,0,0,0,14
0x168a4,100%,0,516,516,0,0,0,516
0xffffffe0003abcac,100%,0,495,495,0,0,0,495
0x4a29c,100%,0,77,77,0,0,0,77
0x4b818,100%,0,77,77,0,0,0,77
0x4a000,100%,0,77,77,0,0,0,77
0x4a010,100%,0,77,77,0,0,0,77
0x4c1e0,100%,0,14,14,0,0,0,14
0x4a028,100%,0,77,77,0,0,0,77
0x4c668,100%,0,7,7,0,0,0,7
0x4c6dc,100%,0,3,3,0,0,0,3
0xffffffe0003d0808,100%,0,14,14,0,0,0,14
0x4c6e4,100%,0,3,3,0,0,0,3
0x4c6ec,100%,0,3,3,0,0,0,3
0x4c6f0,100%,0,3,3,0,0,0,3
0x4c6fc,100%,0,3,3,0,0,0,3
0x4c708,100%,0,3,3,0,0,0,3
0xffffffe0003d0348,100%,0,14,14,0,0,0,14
0x4c710,100%,0,3,3,0,0,0,3
0x4c730,100%,0,3,3,0,0,0,3
0xffffffe0003d0370,100%,0,14,14,0,0,0,14
0xffffffe0003d0828,100%,0,14,14,0,0,0,14
0xffffffe0003ce53c,100%,0,14,14,0,0,0,14
0xffffffe0003cdb84,100%,0,14,14,0,0,0,14
0xffffffe0003c395c,100%,0,14,14,0,0,0,14
0xffffffe00076592c,100%,0,14,14,0,0,0,14
0xffffffe0003cdec4,100%,0,14,14,0,0,0,14
0xffffffe0003cdef0,100%,0,14,14,0,0,0,14
0xffffffe0003cdc94,100%,0,14,14,14,0,0,0
0xffffffe0003cdfac,100%,0,14,14,0,0,0,14
0xffffffe0003d0440,100%,0,14,14,0,0,0,14
0xffffffe0003ce3cc,100%,0,14,14,0,0,0,14
0xffffffe0002f3258,100%,0,14,14,0,0,0,14
0x531b4,100%,0,14,14,0,0,0,14
0x4c044,100%,0,14,14,0,0,0,14
0x4c2f8,100%,0,14,14,0,0,0,14
0x4be14,100%,0,14,14,0,0,0,14
0x4be24,100%,0,14,14,0,0,0,14
0xffffffe0003a49ac,100%,0,1,1,0,0,0,1
0xffffffe0003c7024,100%,0,1,1,0,0,0,1
0xffffffe0003c7070,100%,0,1,1,0,0,0,1
0xffffffe0003d03d8,100%,0,14,14,0,0,0,14
0xffffffe0003d02fc,100%,0,14,14,0,0,0,14
0xffffffe0003cd2e0,100%,0,14,14,0,0,0,14
0xffffffe0003ced48,100%,0,14,14,0,0,0,14
0xffffffe0003cd324,100%,0,14,14,0,0,0,14
0xffffffe0003cd334,100%,0,14,14,0,0,0,14
0x4d220,100%,0,14,14,0,0,0,14
0xffffffe0003d0354,100%,0,14,14,0,0,0,14
0xffffffe0003d038c,100%,0,14,14,0,0,0,14
0xffffffe0003d03ac,100%,0,14,14,0,0,0,14
0xffffffe0003abc38,100%,0,33,33,0,0,0,33
0xffffffe0003bb068,100%,0,14,14,0,0,0,14
0xffffffe0003bb074,100%,0,14,14,0,0,0,14
0xffffffe0003d040c,100%,0,14,14,0,0,0,14
0xffffffe0003ce258,100%,0,14,14,0,0,0,14
0xffffffe0003ce284,100%,0,14,14,0,0,0,14
0xffffffe0003ce290,100%,0,14,14,0,0,0,14
0xffffffe0003ce298,100%,0,14,14,0,0,0,14
0xffffffe0003d0468,100%,0,14,14,0,0,0,14
0xffffffe00076570c,100%,0,14,14,0,0,0,14
0x4c1dc,100%,0,14,14,0,0,0,14
0x4c1c0,100%,0,14,14,0,0,0,14
0xffffffe0002f6ad8,100%,0,502,502,0,0,0,502
0xffffffe0003d03e4,100%,0,14,14,0,0,0,14
0xffffffe0003cab18,100%,0,502,502,0,0,0,502
0x4cbd4,100%,0,2,2,0,0,0,2
0xffffffe0003b157c,100%,0,495,495,0,0,0,495
0xffffffe0003ac058,100%,0,495,495,0,0,0,495
0x4cb5c,100%,0,3,3,0,0,0,3
0x4b968,100%,0,2192,2192,0,0,0,2192
0xffffffe0003c3050,100%,0,516,516,0,0,0,516
0x16988,100%,0,887,887,0,0,0,887
0x13f44,100%,0,1681,1681,0,0,0,1681
0xffffffe0003ad9cc,100%,0,502,502,0,0,0,502
0x80000034,100%,0,1,1,0,0,0,1
0xffffffe0003cd7cc,100%,0,14,14,0,0,0,14
0x4a2bc,100%,0,77,77,0,0,0,77
0x529fc,100%,0,14,14,0,0,0,14
0x531a4,100%,0,14,14,0,0,0,14
0x49998,100%,0,3707,3707,0,0,0,3707
0x4c718,100%,0,3,3,0,0,0,3
0xffffffe0003ce488,100%,0,14,14,0,0,0,14
0xffffffe0003a48d4,100%,0,503,503,0,0,0,503
0xffffffe0003ba4fc,100%,0,495,495,0,0,0,495
0xffffffe0003d0804,100%,0,14,14,0,0,0,14
0xffffffe0003ba4dc,100%,0,495,495,0,0,0,495
0x13cb8,100%,0,3288,3288,0,0,0,3288
0xffffffe0003cdfa4,100%,0,14,14,0,0,0,14
0xffffffe0003a5b94,100%,0,503,503,0,0,0,503
0xffffffe0003d49ac,100%,0,502,502,0,0,0,502
0x13a3c,100%,0,7003,7003,0,0,0,7003
0x4b314,100%,0,51,51,0,0,0,51
0x50144,100%,0,159,159,0,0,0,159
0xffffffe0003bb020,100%,0,14,14,0,0,0,14
0xffffffe0003cd7fc,100%,0,14,14,0,0,0,14
0x141f4,100%,0,1957,1957,0,0,0,1957
0x4a04c,100%,0,3,3,0,0,0,3
0xffffffe0003a5ba8,100%,0,503,503,0,0,0,503
0xffffffe0003cab60,100%,0,502,502,0,0,0,502
0x4b91c,100%,0,2351,2351,0,0,0,2351
0x80000578,100%,0,1,1,0,0,0,1
0x4dc64,100%,0,5899,5899,0,0,0,5899
0xffffffe0003cd504,100%,0,24,24,24,0,0,0
0xffffffe0002f6b48,100%,0,502,502,0,0,0,502
0xffffffe0003cd340,100%,0,14,14,0,0,0,14
0xffffffe0002f6b54,100%,0,502,502,0,0,0,502
0xffffffe0003ca3bc,100%,0,502,502,0,0,0,502
0xffffffe0003ca3e8,100%,0,502,502,0,0,0,502
0xffffffe0002f6acc,100%,0,502,502,0,0,0,502
0xffffffe0003cdf2c,100%,0,14,14,0,0,0,14
0xffffffe0003ca3a8,100%,0,502,502,0,0,0,502
0xffffffe0003a484c,100%,0,503,503,0,0,0,503
0xffffffe0003ce460,100%,0,14,14,0,0,0,14
0x14b3c,100%,0,887,887,0,0,0,887
0x4a038,100%,0,3,3,0,0,0,3
0xffffffe0003a5bc8,100%,0,503,503,0,0,0,503
0x531ac,100%,0,14,14,0,0,0,14
0xffffffe0003cab70,100%,0,502,502,0,0,0,502
0xffffffe0007658e8,100%,0,14,14,0,0,0,14
0x16948,100%,0,580,580,0,0,0,580
0xffffffe0002f6ac4,100%,0,502,502,0,0,0,502
0xffffffe0003a5b78,100%,0,503,503,0,0,0,503
0xffffffe0003ad370,100%,0,502,502,0,0,0,502
0xffffffe0002f6c14,100%,0,502,502,0,0,0,502
0x4a044,100%,0,3,3,0,0,0,3
0xffffffe0003ca74c,100%,0,502,502,0,0,0,502
0x4b980,100%,0,159,159,159,0,0,0
0xffffffe0003cfe34,100%,0,14,14,0,0,0,14
0x4c67c,100%,0,1933,1933,0,0,0,1933
0xffffffe0002f3220,100%,0,14,14,0,0,0,14
0x4e380,100%,0,2351,2351,0,0,0,2351
0xffffffe0002f6ae0,100%,0,502,502,0,0,0,502
0xffffffe0003ce3c0,100%,0,14,14,0,0,0,14
0xffffffe000395b44,100%,0,14,14,0,0,0,14
0xffffffe0002f6ae4,100%,0,502,502,0,0,0,502
0xffffffe0003d4934,100%,0,502,502,0,0,0,502
0xffffffe0002f6b04,100%,0,502,502,0,0,0,502
0x800003e8,100%,0,1,1,0,0,0,1
0xffffffe0003d49a0,100%,0,502,502,0,0,0,502
0xffffffe0002f6b50,100%,0,502,502,0,0,0,502
