Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
0x4d0c0,100%,0,2,2,0,0,0,2
0x4cb5c,100%,0,4,4,0,0,0,4
0x4e374,100%,0,4,4,0,0,0,4
0x4cb60,100%,0,4,4,0,0,0,4
0x4c710,100%,0,4,4,0,0,0,4
0x4e344,100%,0,4,4,0,0,0,4
0x4b938,100%,0,4,4,0,0,0,4
0x4cd9c,100%,0,2,2,0,0,0,2
0x49998,100%,0,2,2,0,0,0,2
0x1c658,100%,0,6,6,0,0,0,6
0x4d13c,100%,0,2,2,0,0,0,2
0x4b924,100%,0,4,4,0,0,0,4
0x4b91c,100%,0,4,4,0,0,0,4
0x1c1fc,100%,0,1736,1736,0,0,0,1736
0x4de18,100%,0,4,4,0,0,0,4
0x4cbac,100%,0,2,2,0,0,0,2
0x4a04c,100%,0,4,4,0,0,0,4
0x4dc88,100%,0,4,4,0,0,0,4
0x4a044,100%,0,4,4,0,0,0,4
0x4a030,100%,0,4,4,0,0,0,4
0x4dc64,100%,0,4,4,0,0,0,4
0x4b840,100%,0,4,4,0,0,0,4
0x4a018,100%,0,7,7,0,0,0,7
0x4a010,100%,0,7,7,0,0,0,7
0x4cbcc,100%,0,2,2,0,0,0,2
0x4c738,100%,0,4,4,0,0,0,4
0x4c67c,100%,0,4,4,0,0,0,4
0x4dc50,100%,0,4,4,0,0,0,4
0x80000034,100%,0,1,1,0,0,0,1
0x4c718,100%,0,4,4,0,0,0,4
0x4c668,100%,0,4,4,0,0,0,4
0x4c4b0,100%,0,4,4,0,0,0,4
0x4de0c,100%,0,4,4,0,0,0,4
0x4c63c,100%,0,4,4,0,0,0,4
0x4c694,100%,0,4,4,0,0,0,4
0x4c4b8,100%,0,4,4,0,0,0,4
0x4c6dc,100%,0,4,4,0,0,0,4
0x4c6e4,100%,0,4,4,0,0,0,4
0x4c6ec,100%,0,4,4,0,0,0,4
0x4c744,100%,0,4,4,0,0,0,4
0x4b900,100%,0,4,4,0,0,0,4
0x4b90c,100%,0,4,4,0,0,0,4
0x4b950,100%,0,4,4,4,0,0,0
0x4b7a4,100%,0,4,4,0,0,0,4
0x4b7cc,100%,0,4,4,0,0,0,4
0x4b7d8,100%,0,4,4,0,0,0,4
0x4b7e8,100%,0,4,4,0,0,0,4
0x4b7f4,100%,0,4,4,0,0,0,4
0x4a28c,100%,0,4,4,0,0,0,4
0x4a2bc,100%,0,4,4,0,0,0,4
0x4cfa0,100%,0,2,2,0,0,0,2
0x4cfb4,100%,0,2,2,0,0,0,2
0x10b14,100%,0,6,6,0,0,0,6
0x4cb54,100%,0,4,4,0,0,0,4
0x4c784,100%,0,4,4,0,0,0,4
0x4c770,100%,0,4,4,0,0,0,4
0x1c2e0,100%,0,2,2,0,0,0,2
0x4c6b4,100%,0,4,4,0,0,0,4
0x4c65c,100%,0,4,4,0,0,0,4
0x4a000,100%,0,7,7,0,0,0,7
0x800003e8,100%,0,1,1,0,0,0,1
0x4cba8,100%,0,2,2,0,0,0,2
0x4c6f0,100%,0,4,4,0,0,0,4
0x4a2cc,100%,0,4,4,0,0,0,4
0x4cdd0,100%,0,1,1,0,0,0,1
0x4cf60,100%,0,2,2,0,0,0,2
0x4c730,100%,0,4,4,0,0,0,4
0x4c48c,100%,0,4,4,0,0,0,4
0x4d0ac,100%,0,2,2,0,0,0,2
0x4d0d0,100%,0,2,2,0,0,0,2
0x4c708,100%,0,4,4,0,0,0,4
0x1c6b4,100%,0,4,4,0,0,0,4
0x4dc7c,100%,0,4,4,0,0,0,4
0x16180,100%,0,6,6,0,0,0,6
0x4c6fc,100%,0,4,4,0,0,0,4
0x4a038,100%,0,4,4,0,0,0,4
0x80000578,100%,0,1,1,0,0,0,1
0x1c068,100%,0,6,6,0,0,0,6
