Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
0x178fc,99.9904%,12,125074,125086,0,0,12,125074
0x17ab8,99.96%,12,29991,30003,0,0,12,29991
0x188f4,98.3356%,12,709,721,469,3,9,240
0x1893c,79.2453%,11,42,53,34,6,5,8
0x179a4,99.9919%,10,123532,123542,0,0,10,123532
0x17cc0,99.9835%,9,54627,54636,0,0,9,54627
0x1792c,99.9928%,9,125077,125086,0,0,9,125077
0x18770,97.5%,8,312,320,1,6,2,311
0x17a2c,99.9959%,5,122586,122591,0,0,5,122586
0x1860c,99.5833%,4,956,960,0,0,4,956
0x17ba4,99.9941%,4,68126,68130,0,0,4,68126
0x18474,99.4452%,4,717,721,717,3,1,0
0x17e28,98.8506%,3,258,261,258,2,1,0
0x18648,99.6875%,3,957,960,0,0,3,957
0x4b8ac,0%,2,0,2,0,2,0,0
0x18200,93.75%,2,30,32,30,1,1,0
0x18d28,93.75%,2,30,32,30,1,1,0
0x185e4,99.7917%,2,958,960,0,0,2,958
0x4cb5c,33.3333%,2,1,3,0,1,1,1
0x4a29c,0%,2,0,2,0,1,1,0
0x10d48,93.75%,2,30,32,30,1,1,0
0x18950,71.4286%,2,5,7,5,1,1,0
0x18b98,95%,2,38,40,38,1,1,0
0x4dc90,50%,1,1,2,1,1,0,0
0x18d3c,0%,1,0,1,0,1,0,0
0x4cb68,50%,1,1,2,1,1,0,0
0x80000054,0%,1,0,1,0,1,0,0
0x182c0,99.8613%,1,720,721,720,1,0,0
0x4cde8,0%,1,0,1,0,1,0,0
0x4cd9c,50%,1,1,2,1,1,0,0
0x4b980,50%,1,1,2,1,1,0,0
0x4cd74,50%,1,1,2,1,1,0,0
0x10db0,0%,1,0,1,0,1,0,0
0x17e20,0%,1,0,1,0,1,0,0
0x4cf64,0%,1,0,1,0,1,0,0
0x18604,99.8958%,1,959,960,0,0,1,959
0x4cdc0,50%,1,1,2,0,1,0,1
0x4c744,50%,1,1,2,0,1,0,1
0x4c738,66.6667%,1,2,3,0,1,0,2
0x4c720,66.6667%,1,2,3,2,1,0,0
0x4caf4,66.6667%,1,2,3,2,1,0,0
0x4a2cc,50%,1,1,2,0,0,1,1
0x4c65c,50%,1,1,2,0,1,0,1
0x4c4c4,50%,1,1,2,1,1,0,0
0x4a028,66.6667%,1,2,3,0,1,0,2
0x10dcc,0%,1,0,1,0,1,0,0
0x4ba2c,50%,1,1,2,0,0,1,1
0x183bc,99.8148%,1,539,540,0,1,0,539
0x4b7e8,50%,1,1,2,0,0,1,1
0x4e390,50%,1,1,2,1,1,0,0
0x4d3d4,0%,1,0,1,0,1,0,0
0x4b800,50%,1,1,2,1,1,0,0
0x4b7bc,50%,1,1,2,1,1,0,0
0x4ba34,50%,1,1,2,1,1,0,0
0x17e4c,99.993%,1,14205,14206,14205,1,0,0
0x800003c8,0%,1,0,1,0,1,0,0
0x4de20,50%,1,1,2,1,1,0,0
0x4cfd0,0%,1,0,1,0,1,0,0
0x18980,0%,1,0,1,0,1,0,0
0x11030,0%,1,0,1,0,1,0,0
0x4c788,50%,1,1,2,0,1,0,1
0x4b950,50%,1,1,2,1,1,0,0
0x4cfa0,100%,0,1,1,0,0,0,1
0x4cf60,100%,0,1,1,0,0,0,1
0x800003e8,100%,0,1,1,0,0,0,1
0x4b91c,100%,0,2,2,0,0,0,2
0x4b900,100%,0,2,2,0,0,0,2
0x18238,100%,0,1,1,0,0,0,1
0x4e374,100%,0,2,2,0,0,0,2
0x4cb54,100%,0,3,3,0,0,0,3
0x4c750,100%,0,1,1,0,0,0,1
0x4e344,100%,0,2,2,0,0,0,2
0x18784,100%,0,319,319,0,0,0,319
0x4e380,100%,0,2,2,0,0,0,2
0x4c770,100%,0,2,2,0,0,0,2
0x4b7d8,100%,0,2,2,0,0,0,2
0x4c710,100%,0,3,3,0,0,0,3
0x4a28c,100%,0,2,2,0,0,0,2
0x18d2c,100%,0,1,1,1,0,0,0
0x18558,100%,0,1,1,0,0,0,1
0x4de18,100%,0,2,2,0,0,0,2
0x11280,100%,0,1,1,0,0,0,1
0x18d74,100%,0,1,1,0,0,0,1
0x185cc,100%,0,320,320,0,0,0,320
0x49998,100%,0,2,2,0,0,0,2
0x4a2bc,100%,0,2,2,0,0,0,2
0x4cdd0,100%,0,1,1,0,0,0,1
0x4a000,100%,0,3,3,0,0,0,3
0x4a044,100%,0,2,2,0,0,0,2
0x4a018,100%,0,3,3,0,0,0,3
0x4b7f4,100%,0,2,2,0,0,0,2
0x4cd94,100%,0,2,2,0,0,0,2
0x4b7cc,100%,0,2,2,0,0,0,2
0x4cd6c,100%,0,2,2,0,0,0,2
0x4cb60,100%,0,2,2,0,0,0,2
0x1821c,100%,0,1,1,0,0,0,1
0x4cfb4,100%,0,1,1,0,0,0,1
0x4b924,100%,0,2,2,0,0,0,2
0x4c67c,100%,0,2,2,0,0,0,2
0x4dc50,100%,0,2,2,0,0,0,2
0x1830c,100%,0,721,721,0,0,0,721
0x4c730,100%,0,3,3,0,0,0,3
0x4c6fc,100%,0,3,3,0,0,0,3
0x80000578,100%,0,1,1,0,0,0,1
0x4a038,100%,0,2,2,0,0,0,2
0x4c4b0,100%,0,2,2,0,0,0,2
0x4b938,100%,0,2,2,0,0,0,2
0x4c784,100%,0,2,2,0,0,0,2
0x4b840,100%,0,2,2,0,0,0,2
0x17c04,100%,0,187,187,0,0,0,187
0x17c34,100%,0,187,187,0,0,0,187
0x4dc4c,100%,0,2,2,0,0,0,2
0x4a010,100%,0,3,3,0,0,0,3
0x4b90c,100%,0,2,2,0,0,0,2
0x18294,100%,0,721,721,0,0,0,721
0x80000034,100%,0,1,1,0,0,0,1
0x4dc88,100%,0,2,2,0,0,0,2
0x4a04c,100%,0,2,2,0,0,0,2
0x4c6dc,100%,0,3,3,0,0,0,3
0x4c718,100%,0,3,3,0,0,0,3
0x1828c,100%,0,1,1,0,0,0,1
0x4c708,100%,0,3,3,0,0,0,3
0x18580,100%,0,1,1,0,0,0,1
0x4c4b8,100%,0,2,2,0,0,0,2
0x4c6f0,100%,0,3,3,0,0,0,3
0x4c6b4,100%,0,2,2,0,0,0,2
0x4b7a4,100%,0,2,2,0,0,0,2
0x4c6ec,100%,0,3,3,0,0,0,3
0x4c6e4,100%,0,3,3,0,0,0,3
0x18614,100%,0,960,960,0,0,0,960
0x4c694,100%,0,2,2,0,0,0,2
0x18758,100%,0,320,320,0,0,0,320
0x4c668,100%,0,1,1,0,0,0,1
0x4de0c,100%,0,2,2,0,0,0,2
0x4c63c,100%,0,2,2,0,0,0,2
0x4a030,100%,0,2,2,0,0,0,2
0x4c48c,100%,0,2,2,0,0,0,2
0x4dc7c,100%,0,2,2,0,0,0,2
0x4dc64,100%,0,2,2,0,0,0,2
