Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
0x1cecc,0%,1,0,1,0,0,1,0
0x4b7e8,0%,1,0,1,0,0,1,0
0x4c6e4,0%,1,0,1,0,0,1,0
0x1cfa0,50%,1,1,2,1,0,1,0
0x4e390,0%,1,0,1,0,1,0,0
0x10f78,0%,1,0,1,0,1,0,0
0x4cbd4,0%,1,0,1,0,1,0,0
0x4d0f4,0%,1,0,1,0,1,0,0
0x4cfa0,0%,1,0,1,0,1,0,0
0x4c6ec,0%,1,0,1,0,0,1,0
0x12a48,0%,1,0,1,0,1,0,0
0x4b950,0%,1,0,1,0,1,0,0
0x4ba2c,100%,0,1,1,0,0,0,1
0x4cb54,100%,0,1,1,0,0,0,1
0x4de18,100%,0,1,1,0,0,0,1
0x4c784,100%,0,1,1,0,0,0,1
0x4dc7c,100%,0,1,1,0,0,0,1
0x4b7d8,100%,0,1,1,0,0,0,1
0x4dc64,100%,0,1,1,0,0,0,1
0x4b840,100%,0,1,1,0,0,0,1
0x4a018,100%,0,2,2,0,0,0,2
0x4a010,100%,0,2,2,0,0,0,2
0x4dc4c,100%,0,1,1,0,0,0,1
0x4b7cc,100%,0,1,1,0,0,0,1
0x4b7a4,100%,0,1,1,0,0,0,1
0x4ba34,100%,0,1,1,1,0,0,0
0x4cb5c,100%,0,1,1,0,0,0,1
0x4e374,100%,0,1,1,0,0,0,1
0x4cf60,100%,0,1,1,0,0,0,1
0x1ceb8,100%,0,1,1,0,0,0,1
0x11fb0,100%,0,2,2,0,0,0,2
0x11d8c,100%,0,2,2,0,0,0,2
0x4d13c,100%,0,1,1,0,0,0,1
0x4b924,100%,0,1,1,0,0,0,1
0x1cb3c,100%,0,1,1,0,0,0,1
0x12a9c,100%,0,1,1,0,0,0,1
0x1c72c,100%,0,2,2,0,0,0,2
0x11d10,100%,0,24,24,0,0,0,24
0x4d0c0,100%,0,1,1,0,0,0,1
0x1d06c,100%,0,1,1,0,0,0,1
0x1cec8,100%,0,1,1,0,0,0,1
0x4de20,100%,0,1,1,1,0,0,0
0x1cf84,100%,0,2,2,0,0,0,2
0x1cf7c,100%,0,2,2,0,0,0,2
0x1cf6c,100%,0,2,2,0,0,0,2
0x4c6fc,100%,0,1,1,0,0,0,1
0x1cfb0,100%,0,1,1,0,0,0,1
0x10ef0,100%,0,1,1,0,0,0,1
0x4a2bc,100%,0,1,1,0,0,0,1
0x4c4b0,100%,0,1,1,0,0,0,1
0x4a28c,100%,0,1,1,0,0,0,1
0x4b7f4,100%,0,1,1,0,0,0,1
0x1cf68,100%,0,2,2,0,0,0,2
0x4c668,100%,0,1,1,0,0,0,1
0x800003e8,100%,0,1,1,0,0,0,1
0x4a000,100%,0,2,2,0,0,0,2
0x4dc50,100%,0,1,1,0,0,0,1
0x11c24,100%,0,1,1,0,0,0,1
0x4d0ac,100%,0,1,1,0,0,0,1
0x4c694,100%,0,1,1,0,0,0,1
0x111e0,100%,0,1,1,0,0,0,1
0x111e8,100%,0,1,1,0,0,0,1
0x12adc,100%,0,1,1,0,0,0,1
0x4c65c,100%,0,1,1,0,0,0,1
0x4c6dc,100%,0,1,1,0,0,0,1
0x1cbe0,100%,0,300,300,0,0,0,300
0x80000034,100%,0,1,1,0,0,0,1
0x4c708,100%,0,1,1,0,0,0,1
0x4c718,100%,0,1,1,0,0,0,1
0x80000578,100%,0,1,1,0,0,0,1
0x12b00,100%,0,1,1,1,0,0,0
0x4c67c,100%,0,1,1,0,0,0,1
0x4cba8,100%,0,1,1,0,0,0,1
0x4c6b4,100%,0,1,1,0,0,0,1
0x10f38,100%,0,1,1,0,0,0,1
0x4c710,100%,0,1,1,0,0,0,1
0x4b980,100%,0,1,1,1,0,0,0
0x4b938,100%,0,1,1,0,0,0,1
0x1cc8c,100%,0,1,1,0,0,0,1
0x4b91c,100%,0,1,1,0,0,0,1
0x4b90c,100%,0,1,1,0,0,0,1
0x4c770,100%,0,1,1,0,0,0,1
0x4b900,100%,0,1,1,0,0,0,1
0x4c738,100%,0,1,1,0,0,0,1
0x4c730,100%,0,1,1,0,0,0,1
0x4e344,100%,0,1,1,0,0,0,1
0x4cf64,100%,0,1,1,1,0,0,0
0x4b8ac,100%,0,1,1,1,0,0,0
0x4c4b8,100%,0,1,1,0,0,0,1
0x4dc88,100%,0,1,1,0,0,0,1
0x4c4c4,100%,0,1,1,1,0,0,0
0x4d0d0,100%,0,1,1,0,0,0,1
0x4c63c,100%,0,1,1,0,0,0,1
0x4de0c,100%,0,1,1,0,0,0,1
0x4d0e8,100%,0,1,1,1,0,0,0
0x4c48c,100%,0,1,1,0,0,0,1
0x4c6f0,100%,0,1,1,0,0,0,1
